,Date,Module,Hand,Time,Stroke,Key,Speed
165,2020-12-02,deck-the-halls_solo,right,1606951088.940701,144,64,43
166,2020-12-02,deck-the-halls_solo,right,1606951088.961701,128,66,64
167,2020-12-02,deck-the-halls_solo,right,1606951089.2787008,128,64,64
168,2020-12-02,deck-the-halls_solo,right,1606951089.2967007,144,62,41
169,2020-12-02,deck-the-halls_solo,right,1606951089.8237007,144,61,43
170,2020-12-02,deck-the-halls_solo,right,1606951089.8427007,128,62,64
171,2020-12-02,deck-the-halls_solo,right,1606951090.4577007,144,62,53
172,2020-12-02,deck-the-halls_solo,right,1606951090.4767008,128,61,64
173,2020-12-02,deck-the-halls_solo,right,1606951091.5457008,144,64,60
174,2020-12-02,deck-the-halls_solo,right,1606951091.5767007,128,62,64
175,2020-12-02,deck-the-halls_solo,right,1606951093.3007007,128,64,64
176,2020-12-02,deck-the-halls_solo,right,1606951093.8767006,144,69,59
177,2020-12-02,deck-the-halls_solo,right,1606951094.7087007,144,67,54
178,2020-12-02,deck-the-halls_solo,right,1606951094.7497005,128,69,64
179,2020-12-02,deck-the-halls_solo,right,1606951094.9527006,144,66,42
180,2020-12-02,deck-the-halls_solo,right,1606951094.9607005,128,67,64
181,2020-12-02,deck-the-halls_solo,right,1606951095.4707005,144,64,50
182,2020-12-02,deck-the-halls_solo,right,1606951095.4887004,128,66,64
183,2020-12-02,deck-the-halls_solo,right,1606951096.0287004,128,64,64
184,2020-12-02,deck-the-halls_solo,right,1606951096.0347004,144,62,41
185,2020-12-02,deck-the-halls_solo,right,1606951096.5767004,144,64,48
186,2020-12-02,deck-the-halls_solo,right,1606951096.5947003,128,62,64
187,2020-12-02,deck-the-halls_solo,right,1606951097.5077004,144,66,43
188,2020-12-02,deck-the-halls_solo,right,1606951097.5477004,128,64,64
189,2020-12-02,deck-the-halls_solo,right,1606951099.5997005,128,66,64
190,2020-12-02,deck-the-halls_solo,right,1606951099.6187005,144,62,59
191,2020-12-02,deck-the-halls_solo,right,1606951101.1987004,128,62,64
192,2020-12-02,deck-the-halls_solo,right,1606951101.2387004,144,69,49
193,2020-12-02,deck-the-halls_solo,right,1606951102.1517005,128,69,64
194,2020-12-02,deck-the-halls_solo,right,1606951102.4297006,144,64,49
195,2020-12-02,deck-the-halls_solo,right,1606951102.6717007,144,66,40
196,2020-12-02,deck-the-halls_solo,right,1606951102.7347007,128,64,64
197,2020-12-02,deck-the-halls_solo,right,1606951102.9147007,144,67,51
198,2020-12-02,deck-the-halls_solo,right,1606951102.9427009,128,66,64
199,2020-12-02,deck-the-halls_solo,right,1606951103.1807008,128,67,64
200,2020-12-02,deck-the-halls_solo,right,1606951103.2017007,144,64,46
201,2020-12-02,deck-the-halls_solo,right,1606951103.4637008,144,66,45
202,2020-12-02,deck-the-halls_solo,right,1606951103.4937007,128,64,64
203,2020-12-02,deck-the-halls_solo,right,1606951104.1937008,144,64,53
204,2020-12-02,deck-the-halls_solo,right,1606951104.2427008,128,66,64
205,2020-12-02,deck-the-halls_solo,right,1606951104.497701,128,64,64
206,2020-12-02,deck-the-halls_solo,right,1606951104.499701,144,62,47
207,2020-12-02,deck-the-halls_solo,right,1606951105.032701,144,61,38
208,2020-12-02,deck-the-halls_solo,right,1606951105.072701,128,62,64
209,2020-12-02,deck-the-halls_solo,right,1606951105.600701,144,62,55
210,2020-12-02,deck-the-halls_solo,right,1606951105.637701,128,61,64
211,2020-12-02,deck-the-halls_solo,right,1606951108.539701,128,62,64
212,2020-12-02,deck-the-halls_solo,right,1606951109.8767009,144,66,53
213,2020-12-02,deck-the-halls_solo,right,1606951110.490701,128,66,64
214,2020-12-02,deck-the-halls_solo,right,1606951111.420701,144,64,51
215,2020-12-02,deck-the-halls_solo,right,1606951112.2217011,144,66,46
216,2020-12-02,deck-the-halls_solo,right,1606951112.3127012,128,64,64
217,2020-12-02,deck-the-halls_solo,right,1606951112.5067012,144,67,64
218,2020-12-02,deck-the-halls_solo,right,1606951112.5707011,128,66,64
219,2020-12-02,deck-the-halls_solo,right,1606951113.2467012,128,67,64
220,2020-12-02,deck-the-halls_solo,right,1606951113.2507012,144,64,55
221,2020-12-02,deck-the-halls_solo,right,1606951113.830701,144,66,47
222,2020-12-02,deck-the-halls_solo,right,1606951113.854701,128,64,64
223,2020-12-02,deck-the-halls_solo,right,1606951114.6427011,144,67,55
224,2020-12-02,deck-the-halls_solo,right,1606951114.7217011,128,66,64
225,2020-12-02,deck-the-halls_solo,right,1606951114.943701,144,69,60
226,2020-12-02,deck-the-halls_solo,right,1606951114.965701,128,67,64
227,2020-12-02,deck-the-halls_solo,right,1606951115.4457011,144,67,56
228,2020-12-02,deck-the-halls_solo,right,1606951115.466701,128,69,64
229,2020-12-02,deck-the-halls_solo,right,1606951116.012701,128,67,64
230,2020-12-02,deck-the-halls_solo,right,1606951116.243701,144,64,52
231,2020-12-02,deck-the-halls_solo,right,1606951117.281701,128,64,64
232,2020-12-02,deck-the-halls_solo,right,1606951117.8527012,144,66,47
233,2020-12-02,deck-the-halls_solo,right,1606951118.1877012,144,67,54
234,2020-12-02,deck-the-halls_solo,right,1606951118.1977012,128,66,64
235,2020-12-02,deck-the-halls_solo,right,1606951118.4797013,144,69,62
236,2020-12-02,deck-the-halls_solo,right,1606951118.4927013,128,67,64
237,2020-12-02,deck-the-halls_solo,right,1606951119.0557013,144,71,64
238,2020-12-02,deck-the-halls_solo,right,1606951119.0867012,128,69,64
239,2020-12-02,deck-the-halls_solo,right,1606951119.291701,128,71,64
240,2020-12-02,deck-the-halls_solo,right,1606951119.291701,144,73,51
241,2020-12-02,deck-the-halls_solo,right,1606951119.594701,128,73,64
242,2020-12-02,deck-the-halls_solo,right,1606951119.611701,144,74,43
243,2020-12-02,deck-the-halls_solo,right,1606951120.1167011,144,73,47
